user_id,page_name,time_spent
166,"['Nasal_cavity', 'Female_reproductive_system', 'Motor_nerve', 'Tissue_(biology)', 'Parathyroid_gland']","[1913.0000000000002, 2232.0, 1144.0, 2429.0, 0.0]"
167,"['Urinary_incontinence', 'Parasympathetic_nervous_system', 'Axon', 'Thymus', 'Bronchiole']","[3254.0, 786.0, 969.0000000000001, 1019.0000000000001, 0.0]"
168,"['Protein', 'Langerhans_cell', 'Blood_plasma', 'Mammary_gland', 'Nail_(anatomy)']","[147.0, 3358.0, 1279.0, 2716.0, 0.0]"
169,"['Axon', 'Muscle_relaxant', 'Liver', 'Urinary_cast', 'Arterial_tree']","[679.0, 770.0, 3342.0, 3188.0, 0.0]"
170,"['Urinary_retention', 'Urinary_catheterization', 'Urinary_diversion', 'Reproductive_coercion', 'Larynx']","[263.0, 3065.0, 2049.0, 1324.0, 0.0]"
171,"['Axon', 'Subcutaneous_tissue', 'Lung', 'Pleural_cavity', 'Brainstem']","[2913.0, 509.00000000000006, 830.0, 3057.0, 0.0]"
172,"['Urinary_diversion', 'Salivary_gland', 'Melanocyte', 'Muscle', 'Urinary_System']","[1557.0, 2370.0, 2299.0, 2060.0, 0.0]"
173,"['Immune_system', 'Pancreas', 'Small_intestine', 'Nail_(anatomy)', 'Small_intestine']","[2935.0, 3026.0, 1912.0000000000002, 3063.0, 0.0]"
174,"['Gut_microbiota', 'Lymphatic_vessel', 'Reproductive_coercion', 'Pituitary_gland', 'Pleural_cavity']","[1884.0000000000002, 227.0, 1851.0000000000002, 1116.0, 0.0]"
175,"['Bone_marrow', 'Nail_(anatomy)', 'Integumentary_system', 'Urinary_meatus', 'Urinary_retention']","[2827.0, 562.0, 3386.0, 2430.0, 0.0]"
176,"['Pulmonary_pleurae', 'Soma_(biology)', 'Tonsil', 'White_blood_cell', 'Pancreas']","[3114.0, 3286.0, 1734.0, 3164.0, 0.0]"
177,"['Mouth', 'Bronchus', 'Sweat_gland', 'Aorta', 'Male_reproductive_system']","[972.0000000000001, 405.0, 1735.0, 1145.0, 0.0]"
178,"['Nail_(anatomy)', 'Protein', 'Circulatory_system', 'Inferior_vena_cava', 'Human_skeleton']","[149.0, 1895.0000000000002, 3242.0, 2189.0, 0.0]"
179,"['Atrium_(heart)', 'Pulmonary_circulation', 'Neuron', 'Blood', 'Urinary_retention']","[1422.0, 1722.0, 1233.0, 1827.0000000000002, 0.0]"
180,"['The_Skeleton_Key', 'Nutrient', 'Pleural_cavity', 'Blood_plasma', 'Nutrient']","[2756.0, 3499.0, 933.0000000000001, 1795.0, 0.0]"
181,"['Portal_venous_system', 'Prefrontal_cortex', 'Thymus', 'Respiratory_System', 'Hair']","[2628.0, 3338.0, 1245.0, 2678.0, 0.0]"
182,"['Smooth_muscle', 'Salivary_gland', 'Melanocyte', 'Dermis', 'Prostate']","[399.0, 3029.0, 3441.0, 3258.0, 0.0]"
183,"['Urinary_incontinence', 'Circulatory_system', 'Bone_marrow', 'Blood', 'Dermis']","[824.0, 2292.0, 686.0, 3227.0, 0.0]"
184,"['Pleural_cavity', 'Epithelium', 'Peripheral_nervous_system', 'Human_reproductive_system', 'Red_blood_cell']","[2665.0, 2261.0, 2112.0, 2162.0, 0.0]"
185,"['Aorta', 'Human_musculoskeletal_system', 'Programmed_cell_death', 'Kidney', 'Reproductive_System']","[1157.0, 3364.0, 612.0, 1354.0, 0.0]"
186,"['Cerebral_cortex', 'T_cell', 'Soma_(biology)', 'Blood_plasma', 'Sensory_nerve']","[1189.0, 884.0, 2254.0, 488.00000000000006, 0.0]"
187,"['Coronary_circulation', 'Sex_organ', 'Parathyroid_gland', 'Vein', 'Gut_microbiota']","[507.00000000000006, 1909.0000000000002, 959.0000000000001, 2173.0, 0.0]"
188,"['Skin', 'Capillary', 'The_Skeleton_Key', 'Neural_circuit', 'Blood_vessel']","[832.0, 844.0, 2632.0, 1190.0, 0.0]"
189,"['Brainstem', 'Peripheral_nervous_system', 'Dermis', 'Bacteria', 'Nutrient']","[2445.0, 806.0, 3161.0, 656.0, 0.0]"
190,"['Kidney', 'Parasympathetic_nervous_system', 'Ovary', 'Urinary_diversion', 'Neural_pathway']","[2264.0, 1076.0, 67.0, 2848.0, 0.0]"
191,"['Spleen', 'Axon', 'Soma_(biology)', 'Langerhans_cell', 'Salivary_gland']","[290.0, 1747.0, 376.0, 1598.0, 0.0]"
192,"['Arterial_tree', 'Cerebellum', 'Arterial_tree', 'Heart', 'Pulmonary_pleurae']","[1904.0000000000002, 3220.0, 1139.0, 2332.0, 0.0]"
193,"['B_cell', 'Langerhans_cell', 'Hair', 'Pancreas', 'Neural_pathway']","[2668.0, 446.0, 374.0, 2147.0, 0.0]"
194,"['Urinary_anti-infective_agent', 'Hypha', 'Loose_connective_tissue', 'Cecum', 'Platelet']","[1486.0, 2500.0, 2499.0, 1776.0, 0.0]"
195,"['Pleural_cavity', 'Large_intestine', 'Synapse', 'Axon_terminal', 'Urinary_diversion']","[114.0, 3100.0, 2247.0, 1098.0, 0.0]"
196,"['Axon', 'Platelet', 'Subcutaneous_tissue', 'Brain', 'Larynx']","[2578.0, 1519.0, 1389.0, 1214.0, 0.0]"
197,"['Soma_(biology)', 'Lymphatic_system', 'Cardiac_muscle', 'Tonsil', 'Urinary_bladder_disease']","[3301.0, 1887.0000000000002, 2454.0, 482.00000000000006, 0.0]"
198,"['Schwann_cell', 'Keratin', 'Dermis', 'The_Skeleton_Key', 'Lung']","[1009.0000000000001, 371.0, 1635.0, 2900.0, 0.0]"
199,"['Programmed_cell_death', 'Stratum_granulosum', 'Ceruminous_gland', 'Inferior_vena_cava', 'Reproductive_coercion']","[1482.0, 426.0, 1325.0, 485.00000000000006, 0.0]"
200,"['Cranial_nerves', 'Cecum', 'Cerebral_cortex', 'White_blood_cell', 'Stratum_spinosum']","[256.0, 1640.0, 952.0000000000001, 1751.0, 0.0]"
201,"['Urinary_meatus', 'T_cell', 'Salivary_gland', 'Female_reproductive_system', 'Nervous_system']","[1738.0, 2080.0, 904.0, 2860.0, 0.0]"
202,"['Salivary_gland', 'Stratum_spinosum', 'Salivary_gland', 'Spinal_nerve', 'T_cell']","[3023.0, 1572.0, 1349.0, 1980.0000000000002, 0.0]"
203,"['Anus', 'Red_blood_cell', 'Respiratory_tract', 'Suspensory_muscle_of_duodenum', 'Bacteria']","[161.0, 1523.0, 1814.0, 895.0, 0.0]"
204,"['Blood_plasma', 'Tissue_(biology)', 'Lacrimal_gland', 'Blood_vessel', 'Human_musculoskeletal_system']","[3442.0, 2381.0, 948.0000000000001, 977.0000000000001, 0.0]"
205,"['Blood_vessel', 'Peripheral_nervous_system', 'Anus', 'Nervous_system', 'Human_skeleton']","[1698.0, 2680.0, 1129.0, 1368.0, 0.0]"
206,"['Great_vessels', 'Suspensory_muscle_of_duodenum', 'Motor_nerve', 'Facial_skeleton', 'Reproductive_isolation']","[657.0, 82.0, 1734.0, 3163.0, 0.0]"
207,"['Subcutaneous_tissue', 'Arterial_tree', 'Smooth_muscle', 'Brainstem', 'Langerhans_cell']","[2866.0, 2641.0, 500.00000000000006, 942.0000000000001, 0.0]"
208,"['Motor_nerve', 'Urinary_meatus', 'Urinary_retention', 'Exocrine_gland', 'Prostate']","[2960.0, 3345.0, 2513.0, 3545.0, 0.0]"
209,"['Axon_terminal', 'Pleural_cavity', 'Glia', 'Gland', 'Exocrine_gland']","[1521.0, 2910.0, 1460.0, 783.0, 0.0]"
210,"['Thoracic_diaphragm', 'Cerebellum', 'White_blood_cell', 'Reproductive_isolation', 'Thymus']","[1308.0, 222.0, 2692.0, 1473.0, 0.0]"
211,"['Pancreas', 'Lymphatic_vessel', 'Mucous_membrane', 'Basement_membrane', 'Medulla_oblongata']","[1549.0, 624.0, 2752.0, 1932.0000000000002, 0.0]"
212,"['Bone_marrow', 'Parathyroid_gland', 'Reproductive_success', 'Lymphatic_vessel', 'Axon_terminal']","[3335.0, 2555.0, 855.0, 1374.0, 0.0]"
213,"['Central_nervous_system', 'Brain', 'Motor_nerve', 'Mucous_membrane', 'Reproductive_success']","[2577.0, 1696.0, 1905.0000000000002, 493.00000000000006, 0.0]"
214,"['Reproductive_isolation', 'Lymphocyte', 'Keratin', 'Circulatory_system', 'Stratum_granulosum']","[2550.0, 247.00000000000003, 2291.0, 65.0, 0.0]"
215,"['Peripheral_nervous_system', 'Lacrimal_gland', 'Pineal_gland', 'Neural_circuit', 'Enteric_nervous_system']","[587.0, 1653.0, 133.0, 2825.0, 0.0]"
216,"['Thoracic_diaphragm', 'Arterial_tree', 'Motor_nerve', 'Urinary_tract_obstruction', 'Neural_pathway']","[1941.0000000000002, 2899.0, 74.0, 850.0, 0.0]"
217,"['Immune_system', 'Keratinocyte', 'Reproductive_success', 'Hypha', 'Mouth']","[1575.0, 1387.0, 1241.0, 2361.0, 0.0]"
218,"['Blood_vessel', 'Aorta', 'Trachea', 'Male_reproductive_system', 'Protein']","[3458.0, 2561.0, 2880.0, 764.0, 0.0]"
219,"['Ileum', 'Great_vessels', 'Superior_vena_cava', 'Skeleton_in_the_closet', 'Stomach']","[342.0, 1221.0, 1068.0, 3420.0, 0.0]"
220,"['Ileum', 'Central_nervous_system', 'Dendrite', 'White_blood_cell', 'Dermis']","[2966.0, 3355.0, 1751.0, 1616.0, 0.0]"
221,"['Skeletal_formula', 'Muscle', 'Larynx', 'Lymph_node', 'Parathyroid_gland']","[1732.0, 2864.0, 1135.0, 1373.0, 0.0]"
222,"['Axon', 'Schwann_cell', 'Male_reproductive_system', 'Arterial_tree', 'Pineal_gland']","[434.0, 2687.0, 868.0, 2106.0, 0.0]"
223,"['Epidermis', 'Aorta', 'Glia', 'Dermis', 'Human_musculoskeletal_system']","[117.00000000000001, 1080.0, 1544.0, 2041.0000000000002, 0.0]"
224,"['Skeletonization', 'Skeletal_animation', 'Apoptosis', 'Bacteria', 'Neuron']","[2988.0, 3541.0, 3385.0, 2891.0, 0.0]"
225,"['Nutrient', 'Thoracic_diaphragm', 'Bronchus', 'Stromal_cell', 'Lymphatic_vessel']","[2941.0, 2587.0, 1040.0, 268.0, 0.0]"
226,"['Small_intestine', 'Merkel_cell', 'Stomach', 'Basement_membrane', 'Thyroid']","[2850.0, 821.0, 2973.0, 1719.0, 0.0]"
227,"['Brain', 'Nostril', 'Male_reproductive_system', 'Langerhans_cell', 'Epithelium']","[2636.0, 921.0000000000001, 731.0, 2811.0, 0.0]"
228,"['Integumentary_system', 'Pulmonary_circulation', 'Stratum_corneum', 'Stomach', 'Bone_marrow']","[2985.0, 3055.0, 278.0, 1446.0, 0.0]"
229,"['Lymphatic_system', 'Parasympathetic_nervous_system', 'Pharynx', 'Gut_microbiota', 'Nose']","[1826.0000000000002, 3343.0, 3539.0, 820.0, 0.0]"
230,"['Hypothalamus', 'Blood', 'Stratum_basale', 'Epithelium', 'Human_reproductive_system']","[2841.0, 2997.0, 2994.0, 1215.0, 0.0]"
231,"['Hypothalamus', 'Reproductive_System', 'Thyroid', 'Pineal_gland', 'Pleural_cavity']","[1063.0, 3359.0, 225.0, 450.0, 0.0]"
232,"['Dendrite', 'Blood', 'Urinary_System', 'Urinary_retention', 'Artery']","[2593.0, 2683.0, 2246.0, 1651.0, 0.0]"
233,"['Skeletal_System', 'Reproductive_biology', 'Coronary_circulation', 'Inferior_vena_cava', 'Muscle']","[979.0000000000001, 1107.0, 298.0, 767.0, 0.0]"
234,"['Large_intestine', 'Bone_marrow', 'Skeletal_animation', 'Central_nervous_system', 'Protein']","[2325.0, 533.0, 1697.0, 1483.0, 0.0]"
235,"['Ceruminous_gland', 'Soma_(biology)', 'Peripheral_nervous_system', 'Portal_venous_system', 'Sensory_nerve']","[287.0, 554.0, 3096.0, 2188.0, 0.0]"
236,"['The_Skeleton_Key', 'Skeletonization', 'Lymphatic_vessel', 'Thymus', 'Capillary']","[2090.0, 2876.0, 2356.0, 212.0, 0.0]"
237,"['Capillary', 'Ileum', 'Epidermis', 'Dendrite', 'Urinary_catheterization']","[1172.0, 2274.0, 3070.0, 1374.0, 0.0]"
238,"['Bronchiole', 'Smooth_muscle', 'Urinary_incontinence', 'Exocrine_gland', 'Tissue_(biology)']","[1310.0, 1573.0, 2749.0, 1307.0, 0.0]"
239,"['Skeletonization', 'Large_intestine', 'Stratum_corneum', 'Blood', 'Sympathetic_nervous_system']","[2769.0, 1744.0, 3049.0, 2235.0, 0.0]"
240,"['Male_reproductive_system', 'Nervous_system', 'Urine_test_strip', 'Duodenum', 'Sympathetic_nervous_system']","[1473.0, 1772.0, 173.0, 2302.0, 0.0]"
241,"['Hypha', 'Keratin', 'Urinary_retention', 'Cecum', 'Reproductive_rights']","[536.0, 343.0, 2232.0, 3041.0, 0.0]"
242,"['Axon_terminal', 'Skeletal_formula', 'Bronchiole', 'Cranial_nerves', 'Lacrimal_gland']","[3406.0, 2712.0, 1498.0, 3150.0, 0.0]"
243,"['Nervous_system', 'Small_intestine', 'Nail_(anatomy)', 'Reproductive_rights', 'Sebaceous_gland']","[2768.0, 2646.0, 2943.0, 2567.0, 0.0]"
244,"['Synapse', 'Great_vessels', 'Root_of_the_lung', 'Bone_marrow', 'Mucous_membrane']","[2809.0, 210.0, 3399.0, 720.0, 0.0]"
245,"['Sensory_nerve', 'Starling_equation', 'Bone_marrow', 'Keratin', 'Suspensory_muscle_of_duodenum']","[3502.0, 730.0, 88.0, 1154.0, 0.0]"
246,"['Blood_vessel', 'Gallbladder', 'Nose', 'Urination', 'Reproductive_biology']","[819.0, 2069.0, 516.0, 906.0, 0.0]"
247,"['Urinary_cast', 'Facial_skeleton', 'Heart', 'Sweat_gland', 'Pancreas']","[626.0, 2452.0, 1499.0, 257.0, 0.0]"
248,"['Tonsil', 'Pancreas', 'Apoptosis', 'Vein', 'Smooth_muscle']","[949.0000000000001, 2080.0, 350.0, 3093.0, 0.0]"
249,"['Superior_vena_cava', 'Reproductive_rights', 'Lacrimal_gland', 'Anus', 'Tonsil']","[449.0, 2293.0, 2983.0, 540.0, 0.0]"
250,"['Nasal_cavity', 'Pleural_cavity', 'Ceruminous_gland', 'B_cell', 'Small_intestine']","[2585.0, 2004.0000000000002, 1765.0, 2454.0, 0.0]"
251,"['Bronchus', 'Cecum', 'Muscle', 'Tissue_(biology)', 'Reproductive_rights']","[2781.0, 110.0, 776.0, 469.00000000000006, 0.0]"
252,"['Synapse', 'Ileum', 'Programmed_cell_death', 'Motor_nerve', 'Lymphatic_vessel']","[2553.0, 2774.0, 3338.0, 1966.0000000000002, 0.0]"
253,"['Blood', 'Reproductive_success', 'Basement_membrane', 'Soma_(biology)', 'Thymus']","[2882.0, 1006.0000000000001, 69.0, 2100.0, 0.0]"
254,"['Parasympathetic_nervous_system', 'Esophagus', 'Atrium_(heart)', 'Lymph_node', 'Circulatory_system']","[3350.0, 578.0, 1279.0, 264.0, 0.0]"
255,"['Skeletal_formula', 'Pineal_gland', 'Female_reproductive_system', 'Lymphatic_system', 'Thyroid']","[1989.0000000000002, 653.0, 3285.0, 508.00000000000006, 0.0]"
256,"['Basement_membrane', 'Immune_system', 'Programmed_cell_death', 'Adrenal_gland', 'Inferior_vena_cava']","[356.0, 2413.0, 3334.0, 1132.0, 0.0]"
257,"['Hypothalamus', 'Axon', 'Muscle', 'Programmed_cell_death', 'Enteric_nervous_system']","[304.0, 687.0, 1285.0, 2320.0, 0.0]"
258,"['Paranasal_sinuses', 'Urinary_anti-infective_agent', 'Myelin', 'Inferior_vena_cava', 'Pancreas']","[1389.0, 2180.0, 3529.0, 2443.0, 0.0]"
259,"['Mucous_membrane', 'Synapse', 'Gastrointestinal_tract', 'Atrium_(heart)', 'Coronary_circulation']","[2287.0, 2742.0, 1419.0, 2136.0, 0.0]"
260,"['Stratum_basale', 'Inferior_vena_cava', 'Larynx', 'Jejunum', 'Esophagus']","[2911.0, 2247.0, 860.0, 1693.0, 0.0]"
261,"['Hypha', 'Medulla_oblongata', 'Lung', 'Starling_equation', 'Node_of_Ranvier']","[3281.0, 2234.0, 905.0, 625.0, 0.0]"
262,"['Urination', 'Dermis', 'Pineal_gland', 'Urinary_tract_obstruction', 'Cerebral_cortex']","[272.0, 3600.0, 2186.0, 2965.0, 0.0]"
263,"['Neural_pathway', 'Human_reproductive_system', 'Pharynx', 'Lymph_node', 'Neuron']","[1906.0000000000002, 3369.0, 1204.0, 78.0, 0.0]"
264,"['Brainstem', 'Starling_equation', 'Anus', 'Urinary_meatus', 'Pulmonary_alveolus']","[1737.0, 3214.0, 1622.0, 3231.0, 0.0]"
265,"['Pineal_gland', 'Axon_terminal', 'Schwann_cell', 'Great_vessels', 'Skeletal_System']","[2298.0, 1198.0, 2701.0, 496.00000000000006, 0.0]"
266,"['Brain', 'Nasal_cavity', 'Pulmonary_alveolus', 'Urinary_retention', 'Sex_organ']","[1199.0, 598.0, 1881.0000000000002, 369.0, 0.0]"
267,"['Reproductive_success', 'Facial_skeleton', 'Muscle_relaxant', 'Thyroid', 'Nail_(anatomy)']","[2539.0, 2530.0, 1741.0, 911.0, 0.0]"
268,"['Respiratory_tract', 'Prostate', 'Nasal_cavity', 'Hair', 'Great_vessels']","[1033.0, 2789.0, 2324.0, 248.00000000000003, 0.0]"
269,"['Skin', 'Brainstem', 'Skeletal_animation', 'Ovary', 'Medulla_oblongata']","[855.0, 1531.0, 901.0, 513.0, 0.0]"
270,"['Cerebellum', 'Sympathetic_nervous_system', 'Reproductive_System', 'Large_intestine', 'Protein']","[684.0, 2549.0, 3360.0, 1725.0, 0.0]"
271,"['Inferior_vena_cava', 'Lung', 'Bacteria', 'Gastrointestinal_tract', 'Merkel_cell']","[285.0, 1120.0, 2741.0, 300.0, 0.0]"
272,"['Lymphatic_system', 'Lacrimal_gland', 'Central_nervous_system', 'Platelet', 'Motor_nerve']","[1420.0, 1176.0, 1502.0, 1498.0, 0.0]"
273,"['Superior_vena_cava', 'Root_of_the_lung', 'Schwann_cell', 'Blood', 'Bone_marrow']","[211.0, 909.0, 2347.0, 2444.0, 0.0]"
274,"['Keratinocyte', 'Portal_venous_system', 'Pancreas', 'Bone_marrow', 'Exocrine_gland']","[1953.0000000000002, 3000.0, 780.0, 198.0, 0.0]"
275,"['Neuron', 'Keratin', 'Cerebral_cortex', 'Reproductive_rights', 'Gut_microbiota']","[2068.0, 364.0, 2699.0, 1846.0000000000002, 0.0]"
276,"['Pineal_gland', 'Respiratory_tract', 'Loose_connective_tissue', 'Sebaceous_gland', 'Heart']","[2722.0, 2265.0, 1324.0, 477.00000000000006, 0.0]"
277,"['Thyroid', 'Trachea', 'Trachea', 'Central_nervous_system', 'Nervous_system']","[441.0, 1874.0000000000002, 436.0, 2051.0, 0.0]"
278,"['Smooth_muscle', 'Nasal_cavity', 'Respiratory_System', 'Integumentary_system', 'Pulmonary_pleurae']","[404.0, 3597.0, 1892.0000000000002, 1104.0, 0.0]"
279,"['Portal_venous_system', 'Appendicular_skeleton', 'Basement_membrane', 'Adrenal_gland', 'Synapse']","[163.0, 841.0, 3163.0, 1870.0000000000002, 0.0]"
280,"['Nose', 'Pineal_gland', 'Spinal_nerve', 'Heart', 'Gut_microbiota']","[2589.0, 3175.0, 775.0, 679.0, 0.0]"
281,"['Prostate', 'Central_nervous_system', 'Programmed_cell_death', 'Urinary_tract_obstruction', 'Reproductive_coercion']","[3478.0, 264.0, 2337.0, 2396.0, 0.0]"
282,"['Pineal_gland', 'Skeletal_muscle', 'Lymph_node', 'Exocrine_gland', 'Thymus']","[1665.0, 1688.0, 1120.0, 1980.0000000000002, 0.0]"
283,"['Adrenal_gland', 'Stomach', 'Mouth', 'Blood', 'Kidney']","[3382.0, 3483.0, 3562.0, 1289.0, 0.0]"
284,"['Blood', 'Portal_venous_system', 'Duodenum', 'Sympathetic_nervous_system', 'Reproductive_biology']","[2965.0, 2778.0, 1426.0, 3430.0, 0.0]"
285,"['Stratum_basale', 'Hypothalamus', 'Blood', 'Appendicular_skeleton', 'Portal_venous_system']","[3171.0, 62.00000000000001, 3328.0, 1259.0, 0.0]"
286,"['Prostate', 'Large_intestine', 'Hypha', 'Spleen', 'Dermis']","[153.0, 230.00000000000003, 507.00000000000006, 150.0, 0.0]"
287,"['White_blood_cell', 'Apoptosis', 'Capillary', 'Bronchus', 'Mammary_gland']","[2858.0, 2671.0, 876.0, 1317.0, 0.0]"
288,"['Dermis', 'Skeletal_animation', 'Epithelium', 'Appendicular_skeleton', 'Blood_vessel']","[2627.0, 1397.0, 1626.0, 3262.0, 0.0]"
289,"['Urinary_System', 'Prostate', 'Prefrontal_cortex', 'Human_reproductive_system', 'Mouth']","[1978.0000000000002, 3502.0, 1245.0, 2112.0, 0.0]"
290,"['Gland', 'Urinary_incontinence', 'Salivary_gland', 'Programmed_cell_death', 'Loose_connective_tissue']","[591.0, 2474.0, 2749.0, 2149.0, 0.0]"
291,"['Tissue_(biology)', 'Lung', 'Thymus', 'Urinary_meatus', 'Human_reproductive_system']","[582.0, 607.0, 2879.0, 3228.0, 0.0]"
292,"['Apoptosis', 'Glia', 'Skeleton_in_the_closet', 'Stomach', 'Skeletal_animation']","[3161.0, 2921.0, 2745.0, 704.0, 0.0]"
293,"['Pulmonary_circulation', 'B_cell', 'The_Skeleton_Key', 'T_cell', 'Node_of_Ranvier']","[1390.0, 3095.0, 2899.0, 1243.0, 0.0]"
294,"['Spinal_cord', 'Keratinocyte', 'Keratin', 'Bronchiole', 'Stromal_cell']","[1020.0000000000001, 1318.0, 3039.0, 883.0, 0.0]"
295,"['Synapse', 'Glia', 'Coronary_circulation', 'Langerhans_cell', 'The_Skeleton_Key']","[1758.0, 302.0, 1164.0, 572.0, 0.0]"
296,"['Urinary_System', 'Large_intestine', 'Cerebellum', 'Skeletonization', 'Programmed_cell_death']","[1160.0, 1793.0, 230.00000000000003, 2160.0, 0.0]"
297,"['Soma_(biology)', 'Bronchiole', 'Central_nervous_system', 'Blood_plasma', 'Artery']","[407.0, 372.0, 1030.0, 1387.0, 0.0]"
298,"['Liver', 'Stratum_corneum', 'Lymphocyte', 'Urinary_bladder_disease', 'Urinary_bladder_disease']","[236.00000000000003, 1303.0, 1685.0, 1305.0, 0.0]"
299,"['Skeletal_formula', 'Sweat_gland', 'Blood_plasma', 'Superior_vena_cava', 'Urinary_retention']","[1311.0, 1346.0, 3168.0, 1667.0, 0.0]"
300,"['Skin', 'Hypothalamus', 'Capillary', 'Epidermis', 'Blood_vessel']","[824.0, 3302.0, 155.0, 1800.0, 0.0]"
301,"['Blood', 'Reproductive_coercion', 'Stomach', 'Coronary_circulation', 'Muscle']","[1141.0, 2714.0, 2692.0, 339.0, 0.0]"
302,"['Programmed_cell_death', 'Skeletal_System', 'Pancreas', 'Keratin', 'Pancreas']","[86.0, 3397.0, 625.0, 194.0, 0.0]"
303,"['Epithelium', 'Artery', 'T_cell', 'Stromal_cell', 'Blood_vessel']","[3124.0, 895.0, 115.00000000000001, 1094.0, 0.0]"
304,"['Cerebral_cortex', 'Facial_skeleton', 'Cecum', 'Male_reproductive_system', 'Stromal_cell']","[235.00000000000003, 1638.0, 1953.0000000000002, 2109.0, 0.0]"
305,"['Respiratory_System', 'Epithelium', 'Thyroid', 'Urinary_retention', 'Urine_test_strip']","[2465.0, 2030.0000000000002, 1599.0, 597.0, 0.0]"
306,"['Hypha', 'Small_intestine', 'Ovary', 'Skeletal_formula', 'Urinary_anti-infective_agent']","[1775.0, 2385.0, 2011.0000000000002, 587.0, 0.0]"
307,"['Neuron', 'Pleural_cavity', 'Human_skeleton', 'Muscle_relaxant', 'Human_reproductive_system']","[1066.0, 379.0, 1523.0, 3166.0, 0.0]"
308,"['Epidermis', 'Pancreas', 'Medulla_oblongata', 'Lung', 'Keratin']","[2147.0, 1937.0000000000002, 3232.0, 3332.0, 0.0]"
309,"['Nervous_system', 'Atrium_(heart)', 'Salivary_gland', 'Small_intestine', 'Dendrite']","[2838.0, 2694.0, 2605.0, 854.0, 0.0]"
310,"['Gastrointestinal_tract', 'Blood_plasma', 'Red_blood_cell', 'Spinal_nerve', 'Urinary_cast']","[1060.0, 1655.0, 3400.0, 3117.0, 0.0]"
311,"['Human_reproductive_system', 'Small_intestine', 'Apoptosis', 'Stratum_corneum', 'Myelin']","[1497.0, 1271.0, 60.00000000000001, 123.00000000000001, 0.0]"
312,"['Lymph_node', 'Urinary_bladder_disease', 'Stratum_spinosum', 'Bronchiole', 'Urinary_anti-infective_agent']","[2942.0, 3371.0, 1894.0000000000002, 2108.0, 0.0]"
313,"['Urinary_bladder_disease', 'Immune_system', 'Muscle', 'Respiratory_System', 'Portal_venous_system']","[2349.0, 1238.0, 354.0, 2296.0, 0.0]"
314,"['Anus', 'Starling_equation', 'Lymphocyte', 'Sweat_gland', 'Blood_plasma']","[2660.0, 3526.0, 1699.0, 3240.0, 0.0]"
315,"['Male_reproductive_system', 'Lymph_node', 'Parathyroid_gland', 'Dendrite', 'Mouth']","[2993.0, 151.0, 1475.0, 1270.0, 0.0]"
316,"['Myelin', 'Epidermis', 'Reproductive_System', 'Neural_pathway', 'Hypothalamus']","[1249.0, 1251.0, 3147.0, 1489.0, 0.0]"
317,"['Urinary_bladder_disease', 'Ovary', 'Hypothalamus', 'Bronchus', 'Pulmonary_pleurae']","[2345.0, 3267.0, 3266.0, 354.0, 0.0]"
318,"['Blood_plasma', 'Ovary', 'Facial_skeleton', 'Pleural_cavity', 'White_blood_cell']","[2961.0, 3097.0, 1991.0000000000002, 2978.0, 0.0]"
319,"['Urination', 'Thoracic_diaphragm', 'Parasympathetic_nervous_system', 'Nail_(anatomy)', 'Mucous_membrane']","[2863.0, 2133.0, 904.0, 382.0, 0.0]"
320,"['White_blood_cell', 'Jejunum', 'Urine_test_strip', 'Thyroid', 'Urinary_tract_obstruction']","[312.0, 1565.0, 1521.0, 116.00000000000001, 0.0]"
321,"['Jejunum', 'Apoptosis', 'Dermis', 'Hypothalamus', 'Anus']","[804.0, 2092.0, 3256.0, 827.0, 0.0]"
322,"['Adrenal_gland', 'Appendicular_skeleton', 'Axon_terminal', 'Blood', 'Bacteria']","[3178.0, 3037.0, 1679.0, 1641.0, 0.0]"
323,"['Urinary_retention', 'Skeletonization', 'Red_blood_cell', 'Hypha', 'Trachea']","[1308.0, 1907.0000000000002, 3066.0, 3424.0, 0.0]"
324,"['Programmed_cell_death', 'Human_reproductive_system', 'Motor_nerve', 'Urinary_System', 'Urinary_meatus']","[2814.0, 2283.0, 2415.0, 2866.0, 0.0]"
325,"['Sweat_gland', 'Thymus', 'Digestion', 'Bronchiole', 'Ileum']","[464.00000000000006, 1168.0, 478.00000000000006, 200.0, 0.0]"
326,"['Parasympathetic_nervous_system', 'Anus', 'Nutrient', 'Blood', 'Female_reproductive_system']","[624.0, 215.0, 1260.0, 2789.0, 0.0]"
327,"['Skin', 'Blood_plasma', 'Urinary_catheterization', 'Central_nervous_system', 'Protein']","[3339.0, 1367.0, 611.0, 1800.0, 0.0]"
328,"['Blood_vessel', 'Thymus', 'Bronchiole', 'Muscle', 'Epithelium']","[314.0, 3328.0, 3472.0, 3103.0, 0.0]"
329,"['Inferior_vena_cava', 'Skeletal_System', 'Hair', 'Capillary', 'Peripheral_nervous_system']","[2905.0, 2767.0, 2821.0, 2234.0, 0.0]"
